 #written on  7Aug2021 at 22:47:11 
 #---------------------------------------------------- MONTECARLO ----------------------------------------------------#
 #  Temp    Shell   Atom1   Type1   Atom2   Type2   <\sum_{ij} Si.Sj/N>   <\sum_{ij}|Si.Sj|/N>   <|\sum_{ij}Si.Sj|/N> #
 #--------------------------------------------------------------------------------------------------------------------#
  41.7143     4      Mn       1      Mn       1        -0.006356266           0.501135848             0.157519033
  41.7143     5      Mn       1      Mn       1        -0.573011292           0.622436081             0.573011292
  41.7143     6      Mn       1      Mn       1         0.018515008           0.501335242             0.158799367
  41.7143     7      Mn       1      Mn       1        -0.027361644           0.501616528             0.160138419
  42.7619     1      Mn       1      Mn       1        -0.722306256           0.734114379             0.722306256
  42.7619     2      Mn       1      Mn       1        -0.104148804           0.506814961             0.169843310
  42.7619     3      Mn       1      Mn       1         0.589406269           0.632429353             0.589406269
  42.7619     4      Mn       1      Mn       1         0.082893011           0.504275924             0.161817830
  42.7619     5      Mn       1      Mn       1        -0.559347114           0.615039080             0.559347114
  42.7619     6      Mn       1      Mn       1        -0.070191603           0.503295191             0.157597926
  42.7619     7      Mn       1      Mn       1         0.060977279           0.502562810             0.154980529
  43.8095     1      Mn       1      Mn       1        -0.713536937           0.727237448             0.713536937
  43.8095     2      Mn       1      Mn       1        -0.078184398           0.503991122             0.144598621
  43.8095     3      Mn       1      Mn       1         0.576110050           0.624807602             0.576110050
  43.8095     4      Mn       1      Mn       1         0.056196806           0.502143341             0.137516587
  43.8095     5      Mn       1      Mn       1        -0.544939574           0.607615169             0.544939574
  43.8095     6      Mn       1      Mn       1        -0.043060239           0.501556110             0.134023042
  43.8095     7      Mn       1      Mn       1         0.033537221           0.501134056             0.132096876
  44.8571     1      Mn       1      Mn       1        -0.704722777           0.720510541             0.704722777
  44.8571     2      Mn       1      Mn       1        -0.087706611           0.504056756             0.132413894
  44.8571     3      Mn       1      Mn       1         0.562841206           0.617584597             0.562841206
  44.8571     4      Mn       1      Mn       1         0.064823595           0.501905320             0.122642023
  44.8571     5      Mn       1      Mn       1        -0.530598380           0.600659995             0.530598380
  44.8571     6      Mn       1      Mn       1        -0.051028821           0.501187060             0.117582478
  44.8571     7      Mn       1      Mn       1         0.041088807           0.500661652             0.114654188
  45.9048     1      Mn       1      Mn       1        -0.695901690           0.713928612             0.695901690
  45.9048     2      Mn       1      Mn       1        -0.079830080           0.503576754             0.123294990
  45.9048     3      Mn       1      Mn       1         0.549699461           0.610735983             0.549699461
  45.9048     4      Mn       1      Mn       1         0.056188486           0.501655766             0.113736075
  45.9048     5      Mn       1      Mn       1        -0.516462991           0.594134534             0.516462991
  45.9048     6      Mn       1      Mn       1        -0.042008821           0.501048104             0.109130527
  45.9048     7      Mn       1      Mn       1         0.031751501           0.500631995             0.106667857
  46.9524     1      Mn       1      Mn       1        -0.686186915           0.706903832             0.686186915
  46.9524     2      Mn       1      Mn       1        -0.085693299           0.504090834             0.115581906
  46.9524     3      Mn       1      Mn       1         0.534696857           0.603369079             0.534696857
  46.9524     4      Mn       1      Mn       1         0.061015888           0.501889278             0.103708304
  46.9524     5      Mn       1      Mn       1        -0.500116569           0.587119102             0.500116569
  46.9524     6      Mn       1      Mn       1        -0.046046359           0.501205857             0.097863990
  46.9524     7      Mn       1      Mn       1         0.035289482           0.500736970             0.094720385
  48.0000     1      Mn       1      Mn       1        -0.676667002           0.700154555             0.676667002
  48.0000     2      Mn       1      Mn       1        -0.082602166           0.503524495             0.105929034
  48.0000     3      Mn       1      Mn       1         0.520276023           0.596593829             0.520276023
  48.0000     4      Mn       1      Mn       1         0.056998953           0.501394983             0.092523619
  48.0000     5      Mn       1      Mn       1        -0.484525689           0.580700138             0.484525689
  48.0000     6      Mn       1      Mn       1        -0.041447010           0.500744766             0.086074486
  48.0000     7      Mn       1      Mn       1         0.030317899           0.500339542             0.082679605
  49.0476     1      Mn       1      Mn       1        -0.666660085           0.693286064             0.666660085
  49.0476     2      Mn       1      Mn       1        -0.092462791           0.503929860             0.104390662
  49.0476     3      Mn       1      Mn       1         0.504961660           0.589805186             0.504961660
  49.0476     4      Mn       1      Mn       1         0.065793079           0.501466623             0.087130336
  49.0476     5      Mn       1      Mn       1        -0.467905364           0.574346097             0.467905364
  49.0476     6      Mn       1      Mn       1        -0.049509316           0.500702711             0.078353319
  49.0476     7      Mn       1      Mn       1         0.037871426           0.500164100             0.073498403
  50.0952     1      Mn       1      Mn       1        -0.657020187           0.686827834             0.657020187
  50.0952     2      Mn       1      Mn       1        -0.094041398           0.504138068             0.100672925
  50.0952     3      Mn       1      Mn       1         0.490359024           0.583643692             0.490359024
  50.0952     4      Mn       1      Mn       1         0.066385080           0.501558362             0.080222481
  50.0952     5      Mn       1      Mn       1        -0.452122812           0.568636300             0.452122812
  50.0952     6      Mn       1      Mn       1        -0.049465824           0.500741480             0.069739391
  50.0952     7      Mn       1      Mn       1         0.037413410           0.500226796             0.063922842
  51.1429     1      Mn       1      Mn       1        -0.647494896           0.680622766             0.647494896
  51.1429     2      Mn       1      Mn       1        -0.092396118           0.503905892             0.099999911
  51.1429     3      Mn       1      Mn       1         0.476296561           0.578031877             0.476296561
  51.1429     4      Mn       1      Mn       1         0.063793347           0.501364263             0.078693612
  51.1429     5      Mn       1      Mn       1        -0.437090091           0.563527869             0.437090091
  51.1429     6      Mn       1      Mn       1        -0.046251124           0.500622332             0.067562173
  51.1429     7      Mn       1      Mn       1         0.033764681           0.500107232             0.061406205
  52.1905     1      Mn       1      Mn       1        -0.637819296           0.674473678             0.637819296
